subject,trial,feature,roi
30,13,"[0.874197737855304, 0.4932046592572068, 0.020988737095094412, 0.24489388718248095, 0.30158721397900845, 0.648935817099369, 0.46968509350326826, 0.37501151321164405, 0.8737088253227404, 0.14785029250961113, 0.8197858353119427, 0.570763377849528, 0.6366614898710692]",eye
30,14,"[0.8052270304526293, 0.6414601272057809, 0.7994016435449869, 0.6191930626456876, 0.5457907758594978, 0.019076108359991406, 0.9824561321539131, 0.2556481534892101, 0.082971601293516, 0.14420503088893855, 0.2723363527021101, 0.4626459254501931, 0.4101408268819752]",
30,15,"[0.21735864906229796, 0.513033841029133, 0.1863555793833659, 0.9327322498986512, 0.040653070958948434, 0.04755612661879283, 0.5535913264556599, 0.02614317199488514, 0.8153321993788333, 0.09618470533388235, 0.2053767297803719, 0.26142624559446936, 0.0029408973883155998]",mouth
30,16,"[0.31723654738502194, 0.20522160618592866, 0.13212293215991344, 0.23749937127367893, 0.5956162394147108, 0.7029115067559015, 0.06077677080815669, 0.6014907863135859, 0.03861476609034176, 0.19358500623343566, 0.2040416907788224, 0.7650101481119357, 0.8123977439994848]",mouth
30,17,"[0.2959186024148406, 0.590540883586569, 0.7894443835951317, 0.051100422474909535, 0.2518423170123073, 0.5650591320371076, 0.23813812543402113, 0.10102625767254703, 0.46930222990973525, 0.5941692923202471, 0.511855966774029, 0.7480133357881105, 0.7698398062963103]",eye
30,18,"[0.879611475945154, 0.4353192988833322, 0.6724518294805161, 0.3103680751247361, 0.9045584545956302, 0.4475670835762886, 0.04816362285228204, 0.5448340070675147, 0.3564809334692871, 0.09602002265009968, 0.07514097042442425, 0.16081911449525133, 0.9533655045003712]",eye
30,19,"[0.8195956546257231, 0.44972164133946224, 0.9102961346945484, 0.2541442387575509, 0.7774776388094895, 0.6716964764061458, 0.43956004741252086, 0.22488577986190483, 0.8066779694506514, 0.49490594575524993, 0.31376160847510315, 0.487655168207088, 0.0680189292300406]",mouth
30,20,"[0.02223193864648143, 0.42719382336483414, 0.5050914892312213, 0.9105899626924688, 0.6206331197036967, 0.6479168418583868, 0.3940784866689503, 0.5291880222414004, 0.7854894436466799, 0.2842614940663699, 0.7820712853628234, 0.10677425972414711, 0.9204306800064399]",eye
30,21,"[0.6684699986273449, 0.08438809329250474, 0.45030116864189695, 0.6142537370078504, 0.5239082812389256, 0.8596496244561305, 0.10809367467264241, 0.25405019895514147, 0.7028849318356848, 0.9659204025057013, 0.18009550318790757, 0.43614181244374184, 0.6697308234822817]",eye
30,22,"[0.9852431690530787, 0.8972984823908541, 0.16819969515565747, 0.4159872913015863, 0.5052926081686682, 0.8887291442535924, 0.8628702372753796, 0.14673561668541746, 0.2005828739342843, 0.3324458143945268, 0.25861774161981366, 0.8651282207106927, 0.8247661898164677]",eye
30,23,"[0.5758141948081122, 0.6171892540354578, 0.3840618094533431, 0.3632066040447234, 0.921575875764508, 0.6874434160332349, 0.8325971305884154, 0.4928157430346819, 0.768068835327917, 0.5841681877297704, 0.3482722325679797, 0.487095021650947, 0.7258933323641843]",mouth
30,24,"[0.8061614812107365, 0.9769900493416905, 0.5406667922534494, 0.10726918891702875, 0.4180121125160311, 0.31355566306051896, 0.7908954145211701, 0.7941873118918371, 0.1998242964360355, 0.6840367592811629, 0.7130621740032768, 0.09927099337594936, 0.44596817605114325]",
30,25,"[0.9225603113320127, 0.6847084596920124, 0.14750799035663154, 0.3593733824022951, 0.7443144028919993, 0.19987121946057496, 0.241794121466964, 0.8148772085438459, 0.33299489104079527, 0.8418596223520755, 0.5401702720241687, 0.04170342363069768, 0.8872136490368779]",
30,26,"[0.12451048386644059, 0.6099732645052831, 0.5037548353907007, 0.08925724469185625, 0.8060078305391649, 0.1869230818704165, 0.7192616135416012, 0.3483216612724489, 0.7799966730019496, 0.8826729828554535, 0.47958163340229853, 0.21845365950292905, 0.8171109699126156]",mouth
30,27,"[0.8329726924386575, 0.39490055853996053, 0.05982806000189267, 0.26918298070397484, 0.09567611463139614, 0.27103741990514274, 0.43031701972360226, 0.1175917910062989, 0.2666165174252557, 0.2931426253800784, 0.7059290908400094, 0.7193069114548616, 0.0027325915781477583]",eye
30,28,"[0.2973578062249428, 0.9229888459598621, 0.4015998202345896, 0.9371004547286118, 0.8154945060046825, 0.8888189249994265, 0.05162295990621624, 0.22388111049911108, 0.009448976106679718, 0.9036781196363752, 0.7819405962991033, 0.01586715889352741, 0.11749587522776217]",mouth
30,29,"[0.23411213181610613, 0.9805026727723174, 0.6863723193105811, 0.7269831067383905, 0.15145871894278362, 0.3937159079136354, 0.15248583266676385, 0.6626484559406435, 0.5728150406679049, 0.3046593736476716, 0.19386796906354342, 0.28872004239105686, 0.3470494226089711]",mouth
30,30,"[0.09067065068839819, 0.5955854663882028, 0.7124299502545202, 0.13530090931905014, 0.16936172571028052, 0.5015896666758849, 0.838736144579646, 0.8213900928482655, 0.04495414858496982, 0.2139619291750532, 0.44168175673291143, 0.042416928127072984, 0.3324806109241879]",
30,31,"[0.1130929990213504, 0.7946052520777364, 0.2968083152855129, 0.09687281231051803, 0.7318611853749802, 0.2859276017090303, 0.404006838127388, 0.12038452429089685, 0.3463299412862467, 0.8449340410524784, 0.004745656993618619, 0.04289104863164028, 0.9360235517443835]",eye
30,32,"[0.9089517061756249, 0.3178961389652978, 0.8369416883687161, 0.5682250124812156, 0.9010001569085948, 0.6263759782243284, 0.3332846076726663, 0.2689886314105232, 0.6866041898470823, 0.659473772406613, 0.3297727859742391, 0.24110740170243739, 0.6201548811387045]",
30,33,"[0.7608169357302543, 0.3881364161468194, 0.7044138823020487, 0.7258919479866702, 0.08834421560108863, 0.09806123694186564, 0.06471712290869436, 0.7844678807507166, 0.3161349132028739, 0.5058410629664866, 0.26515364219030124, 0.5546839787247834, 0.030306878113217084]",mouth
30,34,"[0.6450243008753731, 0.9276617036030081, 0.2598512786487487, 0.5778125322125495, 0.9664808916348797, 0.6019934475825852, 0.13653945959807057, 0.6402036822869827, 0.9574565692607124, 0.5626106782808927, 0.8135588197811575, 0.802393202531715, 0.07762551089713565]",mouth
30,35,"[0.719100719292617, 0.9407785164425324, 0.2330412654394306, 0.9250584592414067, 0.20339882988699032, 0.7899047759356153, 0.16419154209138043, 0.15400873655686975, 0.8877378506540196, 0.2648894042661947, 0.5801145922050839, 0.3337104863407072, 0.06592972056085289]",eye
30,36,"[0.8804647545874503, 0.8532474211020025, 0.39045697525409573, 0.24609687518991286, 0.9685992298659296, 0.4630519441635107, 0.6495371673535077, 0.18081967150102585, 0.9580676917480074, 0.7540818801350234, 0.10811929708624879, 0.5258403365120344, 0.33015659682791054]",
30,37,"[0.9005709429319166, 0.3611716680021524, 0.9396106582498418, 0.7439462682266257, 0.8818065789730531, 0.8229430485402027, 0.16086496941052963, 0.1331316080834709, 0.034150957882333244, 0.8495343949792165, 0.9796152087323861, 0.8141407290011736, 0.9625592619499658]",mouth
30,38,"[0.2559820249439885, 0.9552279659897023, 0.7864925784174263, 0.7087243522704897, 0.7456745461665594, 0.12389384759331057, 0.5329305719226795, 0.5772546318278313, 0.263136050451389, 0.814494166208735, 0.7288007572926665, 0.496058483329776, 0.3332528047019052]",eye
30,39,"[0.6258659133082873, 0.997230255693637, 0.7909779957198121, 0.8458237587499216, 0.8483540263695893, 0.4170413170289635, 0.30511675672738525, 0.05820291957890089, 0.27622198070467663, 0.5682050481388479, 0.54032990583649, 0.21783207864009946, 0.6070679602670767]",mouth
30,40,"[0.4935020319859281, 0.04049862335127097, 0.39211689257981597, 0.48218818512265105, 0.1975048241145252, 0.1992496066502677, 0.7729788744606685, 0.13715887503094237, 0.5704393220558, 0.37433525259574596, 0.4628914368025149, 0.5047872311990969, 0.7668534992830591]",
30,41,"[0.5759653884311886, 0.44981556178576776, 0.918557129955484, 0.9869952618647603, 0.7992676161947834, 0.9030472330036431, 0.4927382339210644, 0.7726790767654749, 0.5637392284600363, 0.8928244358475718, 0.3689735803325277, 0.8525680334038543, 0.7474574013895474]",mouth
30,42,"[0.10527589504444979, 0.0045805460417298605, 0.48257004129403847, 0.7587025078260113, 0.8974880620373323, 0.7907275809842643, 0.3188181478716784, 0.6753718688158321, 0.9475609532846946, 0.05002882799617747, 0.2659969792482817, 0.5658079266294069, 0.22344425317187633]",eye
30,43,"[0.26637643264969457, 0.2855710686262033, 0.9919525247944809, 0.5127578494928713, 0.2531239571663817, 0.3949171242190247, 0.5413446860784272, 0.7230929482159524, 0.4860082739281263, 0.5634304788419132, 0.288386308590469, 0.06583811101612558, 0.844262895040143]",
30,44,"[0.2572000092211947, 0.12147852808236403, 0.3519014936774262, 0.4101266401600251, 0.31468121895787815, 0.8947879100018163, 0.6929758685445081, 0.29978092118403354, 0.38112468623437623, 0.822567486951247, 0.007585449308369796, 0.34472118959324904, 0.47900798282898127]",eye
30,45,"[0.37518220473906416, 0.4656262406792181, 0.06398298630736055, 0.9304284616739287, 0.26646757485820005, 0.12302199046390672, 0.5298741530761721, 0.5997770631966822, 0.8152025143568503, 0.3458300170389871, 0.8638285818304836, 0.9397985548777374, 0.8185796074690467]",
30,46,"[0.795798658748128, 0.403368052204066, 0.821243559828611, 0.7110777905550305, 0.20271089031595924, 0.6356240193952167, 0.7639135047944352, 0.3479588694234327, 0.10044291355723589, 0.29966232309115537, 0.3681168800825906, 0.8430638166306226, 0.2682381244979998]",
30,47,"[0.6184888172535117, 0.8980648071946135, 0.4963213514916498, 0.6513791647283264, 0.6601654368907084, 0.30638096752090593, 0.6770322192431165, 0.1082960546068279, 0.0064773744793237276, 0.23312358639436703, 0.9344134365915132, 0.21244061051699226, 0.5244485921791174]",eye
30,48,"[0.8957587451469453, 0.023724590526526312, 0.3114246309045411, 0.6738522668243148, 0.5371025851151701, 0.9277256645333787, 0.326958017406782, 0.14817267772954468, 0.544777732780165, 0.5860528971529592, 0.373499743099283, 0.08750354763215518, 0.8318647143816026]",
30,49,"[0.9397726389928593, 0.5147781424799047, 0.542224479132326, 0.8310990905119341, 0.46818286603935344, 0.06046906823009768, 0.36492112933047693, 0.4759839227894189, 0.716294199512597, 0.21298577478178204, 0.7284757919513858, 0.7881584612126705, 0.2808776447596545]",mouth
30,50,"[0.7692425401559693, 0.17936207139820348, 0.7047990611421753, 0.5732773607942527, 0.13876853344819262, 0.5353922031562999, 0.24093348379342283, 0.7900485885244801, 0.16122473325986486, 0.010441658166393974, 0.6794368156570277, 0.2639821841672618, 0.7284922477748469]",mouth
30,51,"[0.8253837231157778, 0.5459484704264066, 0.3769412622826094, 0.6022727629224631, 0.857759160486328, 0.5872050815842177, 0.9751105717026788, 0.42206151802835923, 0.940547786457779, 0.907618898910465, 0.47057121186986084, 0.665458346292369, 0.5499350226208141]",eye
30,52,"[0.8682883116650792, 0.0024158777132897713, 0.9372665815263965, 0.6760907968046914, 0.6932094695860461, 0.45998538831539026, 0.1488546753697766, 0.21167259798404148, 0.49303720851368527, 0.012409697827648114, 0.2511921640929671, 0.9954428365707565, 0.8227481307401419]",
30,53,"[0.9908510079747794, 0.4132056018068667, 0.1465654921221271, 0.8718815514134193, 0.3705766145341737, 0.4563724820192768, 0.6003590583477197, 0.20850205053809412, 0.21699902545061256, 0.3610569724831656, 0.6387753773539895, 0.49215593009459135, 0.5157478790352372]",
30,54,"[0.18198820571921526, 0.5010191340782852, 0.056918991195010205, 0.2895891098965758, 0.51118914785356, 0.501393528486554, 0.9679781056697702, 0.9742931665790641, 0.8586644964288416, 0.9661572519021734, 0.6419206543808491, 0.5572870032241937, 0.5999630964864656]",
30,55,"[0.040820675730284695, 0.4736356762903312, 0.24890218626392657, 0.6914119735084964, 0.5849367243089796, 0.9765276074739564, 0.34897738821881397, 0.6670489424438283, 0.6022207693184238, 0.5630840469871194, 0.6539063300302775, 0.350918731627337, 0.5185729749373618]",
30,56,"[0.6355823228228993, 0.30833791413487166, 0.6655105742349601, 0.5882575999255474, 0.48196672383628614, 0.6307628628270404, 0.7532140680145794, 0.17448058947198375, 0.41126806938191973, 0.3936495263150943, 0.6665123545091167, 0.16401369122864196, 0.9066575941295616]",mouth
30,57,"[0.9980464458310371, 0.4704047242681282, 0.7196738019120651, 0.15663238366180532, 0.8846965310636727, 0.12358174409806633, 0.7410707950729513, 0.22785848322054303, 0.4031385578802277, 0.2651063941138082, 0.09290385411284419, 0.023375155857499497, 0.11447097513446503]",mouth
30,58,"[0.5647208902838553, 0.24699164811084828, 0.38725441805295024, 0.01569589337017885, 0.3596003998652719, 0.15440258545312235, 0.8936945954760437, 0.6107070424063977, 0.36797801174133693, 0.3287091660257281, 0.919755335581046, 0.22361965406270912, 0.6569547514868619]",
30,59,"[0.8175078638605695, 0.02881806361706518, 0.8125797793184891, 0.6373706883508813, 0.901205646004107, 0.011289321051014434, 0.9908871302840168, 0.35103925443033146, 0.5420096210124755, 0.7364776929461583, 0.371862296120412, 0.03107593908918327, 0.8531802400194742]",mouth
30,60,"[0.07587420624824648, 0.3073617437953501, 0.5104479145477989, 0.8755251017940291, 0.4154929485179526, 0.6553781516667667, 0.4906184331656497, 0.19036346542828286, 0.13074556172858098, 0.7062968639064405, 0.6802782846230333, 0.5421526842788523, 0.35106911562100995]",
30,61,"[0.6982255018052943, 0.8803445363996223, 0.9517232709648707, 0.630577032867391, 0.1712859961363401, 0.9949195536388886, 0.9739930953064602, 0.34406583395914314, 0.32801074782593465, 0.00835076015423375, 0.3123376498962196, 0.4306173265855494, 0.5251247232887384]",eye
30,62,"[0.09107756315166793, 0.024834355380987994, 0.27181998553347697, 0.8309075974023743, 0.05455225351717641, 0.5422962391470115, 0.5158474295825729, 0.9441187364972866, 0.2999015151732879, 0.4149709413391093, 0.6833714328662835, 0.24243097817730552, 0.14054214719256997]",eye
30,63,"[0.47272557894944156, 0.7623658646117815, 0.9650124687414182, 0.06383832948388657, 0.34925733445707097, 0.6417604658308722, 0.648463673814296, 0.31838264319100396, 0.9170671590301177, 0.0629003658429943, 0.5555320949529343, 0.28961256834353477, 0.3327097435548987]",eye
30,64,"[0.3682686195522411, 0.906980703202339, 0.22955504579163089, 0.17518438797562486, 0.08946486141910615, 0.6181478989406551, 0.9182442275838472, 0.4601827592949356, 0.8656410056241683, 0.6288884346996183, 0.2481898457852154, 0.6283536920717404, 0.4395033584051422]",eye
30,65,"[0.8113827220139875, 0.4169822348388398, 0.5917772802943194, 0.4512210312541761, 0.09692717797455375, 0.37460765374292926, 0.5952264157385125, 0.06790191738793516, 0.23718274725353405, 0.045011291984254465, 0.8325139710958042, 0.8470835435573039, 0.3253559824394745]",mouth
30,66,"[0.7911114693359494, 0.010694196682550672, 0.05249341138534247, 0.5057200810632686, 0.2621548481668262, 0.82857627623752, 0.9079275967088554, 0.3045865552962087, 0.9704208567000037, 0.8696130799919435, 0.16392550621207924, 0.996311112919189, 0.4032499635619047]",eye
30,67,"[0.07176936269934853, 0.26684460555182643, 0.8760933487006222, 0.5241439134948221, 0.3513562691750223, 0.7186886287675276, 0.9475641576862559, 0.390970444771897, 0.5963807585428947, 0.5128891314831565, 0.9864435099415244, 0.16764665518154587, 0.43847136232925643]",mouth
30,68,"[0.9605406958060139, 0.7684786814355968, 0.6301687956381998, 0.5266681998708407, 0.27597340166196405, 0.9647243402940798, 0.532167912917479, 0.4570021627575419, 0.45599717129324546, 0.16358317919187249, 0.8465489863143574, 0.5393500714733965, 0.04765072966691586]",mouth
30,69,"[0.623287288696545, 0.12631489886228897, 0.1701992217727255, 0.32102897590773205, 0.1896572355210443, 0.006812968933003427, 0.37778617864486663, 0.4827698318017789, 0.7355922593016325, 0.26311159138046336, 0.9015465662570863, 0.5615689799451734, 0.3175377943091847]",eye
30,70,"[0.9640018500340721, 0.33446392324940455, 0.03428714628714469, 0.06855041215462543, 0.13994771705711184, 0.3391261371023315, 0.3494044179686885, 0.09900835576996359, 0.19742603768552136, 0.1629476648523439, 0.2739916905755081, 0.33141269945783614, 0.6549229796266217]",
30,71,"[0.8928120535616817, 0.7541992570158107, 0.5271735318901415, 0.43276188608732447, 0.774667105420685, 0.5136724071516333, 0.2851687846999582, 0.5970579013361746, 0.3379054282516637, 0.4732265418963252, 0.745362321063538, 0.10741376974456573, 0.07922719190590777]",
30,72,"[0.3655377172636812, 0.6440493387007107, 0.02489927025356442, 0.0162720235189604, 0.6359977967170259, 0.9690002522929358, 0.42907102001229813, 0.3670621048433108, 0.6856496177756267, 0.4313510862176564, 0.8648606746327729, 0.650162591862395, 0.8974380580502097]",eye
30,73,"[0.8267284998093543, 0.8297253382986436, 0.445893753280881, 0.47512061269652417, 0.9960938115925098, 0.4747440889826656, 0.012105742685653453, 0.13314409216129097, 0.39079332446805404, 0.4448052069672018, 0.6813481068773812, 0.22892819344654802, 0.9975716108643584]",mouth
30,74,"[0.5793876348634681, 0.8081762154750766, 0.5375235995951249, 0.20599462450289263, 0.7112947500146843, 0.9057329218194077, 0.4832944776448235, 0.5998260224366235, 0.22922250881221573, 0.3754268108550757, 0.4969249249564879, 0.4826327822758363, 0.22633399152705425]",
30,75,"[0.9663011619076683, 0.6394465963913841, 0.19122108459514553, 0.9668003979935027, 0.08723135716553376, 0.024992535665236182, 0.9782542444573931, 0.31746955016849066, 0.40714305978943355, 0.2024999935545252, 0.14013750825070326, 0.9813391365287996, 0.3156190839674855]",eye
30,76,"[0.7680432628332209, 0.5425134623703258, 0.94673686497281, 0.9256669058730744, 0.14931181360476353, 0.12466073085341733, 0.6582052968170815, 0.10540511361114646, 0.4342120977460284, 0.20315184870757985, 0.6661886530027411, 0.9054559734443032, 0.6835614671541937]",eye
30,77,"[0.7310111527294321, 0.10972376525332928, 0.6068861818468797, 0.8977204876388106, 0.819416995117233, 0.1727547488879443, 0.08682187540220332, 0.7902672278829994, 0.751518236309654, 0.941675191936685, 0.7579369392707953, 0.3819457456608132, 0.9624346050744286]",eye
30,78,"[0.38427613859938914, 0.5128678062761972, 0.9510234801819376, 0.8844287562791852, 0.009077316172238947, 0.6614584418409584, 0.2737884463284327, 0.16772345861511495, 0.4017568013054412, 0.9938916147738909, 0.17274501205744952, 0.5365148319354603, 0.09420867851719583]",eye
30,79,"[0.32394283977093397, 0.3014281952933815, 0.7124832633690691, 0.2975588621238209, 0.11793982060673724, 0.11039375315543587, 0.5532924229649328, 0.26942084145499523, 0.9761952374480936, 0.6433609237699667, 0.32228236866088655, 0.08141496467292941, 0.2212515369720769]",mouth
30,80,"[0.9864415249952355, 0.2833402897120493, 0.9015371680534034, 0.6808337542823081, 0.21729091569944348, 0.7048564361681973, 0.39870575103250405, 0.9806543571675451, 0.5051883160381382, 0.23877359820154975, 0.405284591898903, 0.2386825774863578, 0.5759132459631987]",mouth
30,81,"[0.22773186394970701, 0.38156153777654256, 0.7450263412860512, 0.6640014191149874, 0.8415724591041223, 0.9513558082453566, 0.534745659472161, 0.7197936793453137, 0.28330189418637286, 0.6911014668675626, 0.5099252279292916, 0.6885280746426496, 0.4480736699431751]",mouth
30,82,"[0.28015586588438157, 0.1873157356659505, 0.3447267598222621, 0.6203943550225316, 0.9670837644144198, 0.9608220375705107, 0.6360142508053155, 0.28235114468867706, 0.854994291790974, 0.7087292903060277, 0.11073372672768178, 0.7955733511603836, 0.3695761876747178]",eye
30,83,"[0.6341144947374984, 0.6007158494986066, 0.718480566538823, 0.01867272746475701, 0.18804670307271265, 0.2237055078560075, 0.8049559513944937, 0.19586487516411066, 0.6653311603737169, 0.36183745459528716, 0.6347490886612693, 0.5722655818743394, 0.9276340683114158]",
30,84,"[0.6057410566774978, 0.57243313601981, 0.6636755683142322, 0.4655776578314662, 0.11798845665790392, 0.8150112686293685, 0.22894965915420662, 0.38756357042683365, 0.9468666946559394, 0.3766536503014595, 0.021037268168062506, 0.5622084047015938, 0.22496492935021872]",eye
30,85,"[0.3255697366341096, 0.2250571931478904, 0.6709895902375542, 0.22291010905378184, 0.6981215111549847, 0.8961642976129136, 0.8952722108748785, 0.7167668648730809, 0.5306999123191025, 0.7947260578918744, 0.02702070597928019, 0.15947824964996637, 0.291779256150403]",
30,86,"[0.5010077460212049, 0.3908776952798889, 0.43952463917722673, 0.5824868390706369, 0.17073110157289517, 0.17271539429532734, 0.8837615096810237, 0.9746656889539904, 0.6599804482889668, 0.30680530328492295, 0.4702698916921654, 0.31591751857619554, 0.6485565400872865]",
30,87,"[0.14293350434421437, 0.04407190869388, 0.8226484486587413, 0.07781275323997983, 0.8770053652863622, 0.35638670086957747, 0.8603378721328344, 0.1777481590428629, 0.874645991207827, 0.6742345113009949, 0.2643075740757759, 0.8672668937836415, 0.45990466022633436]",mouth
30,88,"[0.7351288802617304, 0.7664202893131671, 0.6694708745911494, 0.9131662991903315, 0.7154060988848499, 0.7844532825471049, 0.44953199024011936, 0.33004090055313706, 0.7645807062270755, 0.860248883366744, 0.9211230026234764, 0.41481847364044133, 0.16372745444864145]",
30,89,"[0.2708037953429465, 0.7664404939312223, 0.8734143122660698, 0.306076645339455, 0.018447562243657067, 0.4403752813286983, 0.2190016538418369, 0.9900507088626681, 0.34895115273334665, 0.5433592373972111, 0.97957126969122, 0.0027865772254838106, 0.8456226030283343]",mouth
30,90,"[0.835060114484945, 0.37854967140854023, 0.9526357477266387, 0.9257116739864559, 0.5013439773804745, 0.332986925987909, 0.28137615362351887, 0.5019145543803344, 0.28655506630853944, 0.6621322183023849, 0.7122992483922964, 0.998863892610144, 0.04745562717395824]",
30,91,"[0.2901715192531398, 0.8662123121611209, 0.24572442867090605, 0.34766846069841884, 0.9667775354791602, 0.11829497843727688, 0.8744291554115351, 0.21003493806533624, 0.17431147318013474, 0.975305056457675, 0.7611432173925748, 0.5513447422985578, 0.019119326183503316]",mouth
30,92,"[0.7403248221705551, 0.15870021684740798, 0.7037783271359614, 0.11276715251224256, 0.6048906622374397, 0.20630999754663082, 0.9118391280903579, 0.9030536961489741, 0.5823443338925972, 0.7672793100723453, 0.19379765762694356, 0.36836986639986247, 0.269108285848217]",eye
30,93,"[0.5878002299875437, 0.7726613491543248, 0.9279789919051894, 0.50396282854456, 0.47296781812756694, 0.5304901611049109, 0.08919488064787551, 0.6090041193662574, 0.8624626433963933, 0.44647255764420735, 0.9502116290787701, 0.5372183011976287, 0.8458815490850055]",
30,94,"[0.1084481830023929, 0.8865608485186154, 0.010223835542136683, 0.4725267307009535, 0.7537192712882245, 0.41796034450658526, 0.44464510477875363, 0.26486848134806995, 0.2759626391708392, 0.489949777948245, 0.5070190473699663, 0.5636500649922497, 0.7219168323128055]",mouth
30,95,"[0.5063938537530329, 0.756783449398524, 0.516666659345944, 0.8837632023786376, 0.960493317846995, 0.33046857071071567, 0.9815882282620776, 0.9847410739626831, 0.5256028267872365, 0.2978769296458682, 0.43399455274014154, 0.5481610172677331, 0.4730397543845102]",
30,96,"[0.03627872814432698, 0.6941536337261961, 0.7928368818016651, 0.1800114934738588, 0.16674239475923014, 0.4672996364246944, 0.16264454656370098, 0.26798333423804366, 0.0025383947703812026, 0.4894358771698408, 0.6544544251145387, 0.6080047359434486, 0.5190875857322831]",eye
30,97,"[0.14142861703151377, 0.000913229686438477, 0.5066558839235956, 0.17394922480327846, 0.38799604308825897, 0.2728611099078203, 0.5506921765856031, 0.765861550251127, 0.2605264375230151, 0.1470814206101838, 0.12380001517013384, 0.5972868269571969, 0.4976212820359398]",
30,98,"[0.3040341519153743, 0.3819442133995564, 0.5489111416783388, 0.06671367003268802, 0.15663260083050579, 0.11339205589381274, 0.2571380647183098, 0.5938296106295228, 0.4828407253934862, 0.7446831117132614, 0.3988628620839463, 0.02524786261888301, 0.6769680557800335]",mouth
30,99,"[0.3920748763091241, 0.17309788171840024, 0.07815984583902125, 0.02353706645329301, 0.276505615030221, 0.48025528649600113, 0.7371099690811259, 0.930908174613203, 0.7734533741665481, 0.025688467278301097, 0.8733756440079283, 0.48499224648533934, 0.1773330831905514]",mouth
30,100,"[0.512143023384943, 0.0822621800297304, 0.1162357377730654, 0.05776737125462994, 0.5408912140527552, 0.5291746902801961, 0.5108621244341351, 0.8336753027660945, 0.9954503093910425, 0.46396452549405776, 0.01067094637599042, 0.40640184936791046, 0.1458378614344611]",
30,101,"[0.3457314766558809, 0.20836023278673865, 0.3283961154932489, 0.5798517833971452, 0.8011986677906191, 0.8774445835131653, 0.8246509434494965, 0.5844556280507891, 0.31910124934285045, 0.3400369870780955, 0.629291185458044, 0.47452475550622186, 0.729234800340816]",mouth
30,102,"[0.9966468955068727, 0.9833120137493786, 0.624944679262241, 0.9832510946595265, 0.7262069401614746, 0.11238195558411679, 0.9271717997793167, 0.9968287053597675, 0.2830092903076262, 0.4448026633919574, 0.8890161670017667, 0.8316159632238963, 0.5783771921470202]",
30,103,"[0.14276487630847434, 0.3931635671913043, 0.7781101767821109, 0.030834840068459823, 0.8077067597408529, 0.44935453004602244, 0.3121647633228736, 0.45163781249974466, 0.3892705491755628, 0.9531565486309486, 0.7755055150700803, 0.5515655342846416, 0.7588696202523638]",mouth
30,104,"[0.4283152421851245, 0.48554071615192684, 0.09302924122885348, 0.3563616840921946, 0.04077618708390851, 0.08801369259733416, 0.6983165519812848, 0.9010900355111726, 0.7995880180318863, 0.6976093223622769, 0.4210038832657339, 0.5322752453439491, 0.5911859212894108]",
30,105,"[0.3481319630425965, 0.43803173361653547, 0.5547370135022487, 0.7897808924312415, 0.5892745709389862, 0.14707411228785527, 0.6777963357739417, 0.9148833791080535, 0.7355486514851345, 0.530661263923118, 0.698763703178393, 0.38291885217934485, 0.5637373772537039]",eye
30,106,"[0.683842729297089, 0.8640420765770754, 0.7022282602263871, 0.12119540375339999, 0.7403690587578069, 0.9066414136269624, 0.7428486563037993, 0.6713910337854319, 0.28167597171978653, 0.19471809632754566, 0.8476070621828695, 0.40161013340470053, 0.3700777636224897]",
30,107,"[0.5434472320749852, 0.4231039213021187, 0.030198109949593932, 0.9429951875922551, 0.7944577142380616, 0.02383343409183536, 0.6520594064263131, 0.42234698147014993, 0.9846509611687245, 0.11795913658838197, 0.9338103858898963, 0.21608667951657357, 0.2069438631131889]",eye
30,108,"[0.2567759324460046, 0.16045054058277552, 0.7996091965805429, 0.19892062387540987, 0.957777193898818, 0.6460939706694314, 0.9653763534978959, 0.0999843476565464, 0.5226147261331526, 0.36326450806472244, 0.010081830728554064, 0.9042682013772811, 0.6521939529414997]",mouth
30,109,"[0.48641985785582786, 0.7340712573299853, 0.9119495936231556, 0.9989360960682828, 0.1364559771902245, 0.4628787986790692, 0.7890786411832293, 0.9553764869379088, 0.04030956966415278, 0.947325242078128, 0.3367848812082125, 0.09687461084425797, 0.07262198375604967]",eye
30,110,"[0.1880575071515702, 0.857993119079989, 0.9271654513596272, 0.930398222300195, 0.4328057130327151, 0.6553019302458758, 0.3296130781392398, 0.39606607902334834, 0.22511380249669766, 0.28822789417042327, 0.17583987244511734, 0.8058370575421945, 0.7992584587463485]",eye
30,111,"[0.7050625224969461, 0.6914070676000025, 0.3655225094384269, 0.0015956002359437393, 0.12480314742359266, 0.20220760238843727, 0.1926647417778652, 0.7534463211159413, 0.8182486880441844, 0.5259807502017544, 0.4131524841223697, 0.49992270398286043, 0.5280884565262255]",
30,112,"[0.763117351872939, 0.2060125315183916, 0.8218782300344364, 0.5613254632695117, 0.5646505877142551, 0.9582071193537803, 0.8633989118489471, 0.35810636764164316, 0.7812535911586903, 0.9109421025606197, 0.039573583915417654, 0.4436001927712069, 0.36145810861330496]",eye
30,113,"[0.2886391901952283, 0.9414072900913742, 0.35872955091809433, 0.7125854253235694, 0.09450733690011037, 0.8480515047790059, 0.9418291854281448, 0.9748730550192758, 0.48286145620859566, 0.9380027204499229, 0.7547929857401213, 0.41581027074746346, 0.22171205514233538]",mouth
